TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
1:42:38,2,0.59,103.6,14.00,8.59,0.17236,60.01,4.51,40.10,88.78,-999.00,-999.00,0,-12.46,-6.19,9.07,-0.18,7.10,0.03,6.46,38.14,41.63,40.49,42.44,45.20,88.54,89.01,108.20,112.01,101.31,155.33,109.44,92.44,109.78,136.99,145.02,-3.96,-3.76,38.74,43.93,45.44,45.62,42.85,0.72,-0.78,85.3,1,2,32.54,-1.84,-9.24,33.28,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:43:28,2,0.59,103.6,14.00,8.59,0.17353,59.98,4.47,40.07,88.78,-999.00,-999.00,0,-12.46,-6.31,9.01,-0.19,7.04,0.03,6.43,38.11,41.60,40.48,42.42,45.20,88.53,89.00,108.17,111.98,101.30,155.24,109.42,92.43,109.77,136.95,145.02,-3.95,-3.76,38.75,43.93,45.43,45.60,42.85,0.72,-0.82,85.3,1,2,32.51,-1.84,-9.22,33.34,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:44:18,2,0.59,103.5,13.90,8.57,0.17470,59.98,4.46,40.05,88.77,-999.00,-999.00,0,-12.45,-6.36,8.99,-0.19,7.03,0.01,6.38,38.07,41.58,40.44,42.41,45.20,88.52,89.01,108.17,111.95,101.28,155.17,109.41,92.43,109.74,136.88,144.88,-3.96,-3.77,38.75,43.91,45.43,45.60,42.82,0.69,-0.83,85.3,1,2,32.50,-1.84,-9.22,33.44,87.44,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:45:03,2,0.59,103.5,14.00,8.60,0.17593,59.98,4.44,40.03,88.77,-999.00,-999.00,0,-12.46,-6.34,8.96,-0.19,6.98,0.01,6.35,38.06,41.57,40.43,42.40,45.19,88.55,89.01,108.16,111.95,101.29,155.12,109.40,92.39,109.73,136.77,144.82,-3.96,-3.76,38.76,43.90,45.40,45.59,42.81,0.67,-0.84,85.3,1,2,32.44,-1.84,-9.32,33.44,87.32,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:45:58,2,0.59,103.6,13.90,8.58,0.17709,60.01,4.42,40.02,88.77,-999.00,-999.00,0,-12.47,-6.40,8.96,-0.19,6.98,-0.05,6.31,38.06,41.57,40.41,42.38,45.16,88.54,89.01,108.16,111.96,101.28,155.06,109.39,92.43,109.73,136.72,144.89,-3.96,-3.76,38.80,43.88,45.38,45.57,42.79,0.67,-0.87,85.2,1,2,32.36,-1.88,-9.33,33.44,87.28,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:46:43,2,0.59,103.6,13.90,8.47,0.17832,60.01,4.39,40.00,88.76,-999.00,-999.00,0,-12.49,-6.33,8.94,-0.22,6.92,-0.05,6.30,38.01,41.54,40.41,42.36,45.15,88.52,89.01,108.11,111.92,101.23,155.06,109.36,92.48,109.69,136.68,144.75,-3.96,-3.79,38.81,43.86,45.38,45.57,42.76,0.62,-0.88,85.2,1,2,32.36,-1.88,-9.38,33.44,87.26,47.68,0,80.00,80.00,2.00,88.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:47:38,2,0.59,103.6,14.00,8.60,0.17949,60.02,4.37,39.97,88.77,-999.00,-999.00,0,-12.45,-6.40,8.93,-0.20,6.87,-0.09,6.24,38.00,41.52,40.37,42.35,45.14,88.50,88.97,108.12,111.90,101.14,154.89,109.37,92.44,109.70,136.62,144.70,-3.98,-3.78,38.81,43.84,45.38,45.56,42.76,0.61,-0.89,85.2,1,2,32.36,-1.88,-9.34,33.44,87.26,47.66,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:48:26,2,0.60,103.6,14.00,8.41,0.18071,60.01,4.34,39.95,88.78,-999.00,-999.00,0,-12.47,-6.52,8.90,-0.25,6.87,-0.10,6.19,37.98,41.52,40.35,42.34,45.14,88.55,89.01,108.10,111.89,101.11,154.88,109.35,92.43,109.69,136.54,144.61,-4.00,-3.77,38.82,43.82,45.35,45.54,42.72,0.61,-0.90,85.3,1,2,32.36,-1.98,-9.35,33.44,87.26,47.70,0,80.00,80.00,2.00,88.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.00,5.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:49:17,2,0.59,103.6,13.90,8.44,0.18187,60.01,4.31,39.94,88.78,-999.00,-999.00,0,-12.52,-6.48,8.87,-0.25,6.84,-0.10,6.18,37.97,41.46,40.35,42.31,45.13,88.53,89.01,108.04,111.79,101.13,154.61,109.30,92.47,109.66,136.44,144.44,-3.98,-3.80,38.85,43.80,45.33,45.53,42.71,0.59,-0.91,85.3,1,2,32.36,-1.94,-9.40,33.44,87.26,47.86,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:50:05,2,0.59,103.6,13.70,8.42,0.18302,60.00,4.30,39.92,88.78,-999.00,-999.00,0,-12.42,-6.30,8.87,-0.25,6.81,-0.15,6.16,37.97,41.46,40.30,42.30,45.11,88.55,89.01,108.01,111.77,101.11,154.57,109.26,92.44,109.60,136.32,144.33,-3.97,-3.81,38.85,43.78,45.32,45.51,42.70,0.58,-0.94,85.2,1,2,32.34,-2.00,-9.38,33.44,87.28,47.86,0,80.00,80.00,2.00,88.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:50:55,2,0.59,103.6,13.70,8.43,0.18423,60.01,4.28,39.89,88.78,-999.00,-999.00,0,-12.40,-6.24,8.87,-0.25,6.78,-0.16,6.10,37.92,41.43,40.30,42.30,45.10,88.53,89.01,107.98,111.74,101.14,154.52,109.23,92.43,109.57,136.16,144.28,-3.99,-3.79,38.86,43.77,45.32,45.50,42.69,0.58,-0.95,85.2,1,2,32.24,-1.96,-9.24,33.44,87.26,48.02,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:51:48,2,0.59,103.5,13.70,8.42,0.18539,60.00,4.26,39.87,88.76,-999.00,-999.00,0,-12.40,-6.32,8.84,-0.25,6.73,-0.18,6.07,37.87,41.41,40.30,42.27,45.09,88.53,89.01,107.97,111.75,101.12,154.40,109.23,92.38,109.57,136.07,144.17,-3.98,-3.79,38.86,43.76,45.30,45.47,42.68,0.55,-0.98,85.1,1,2,32.25,-2.00,-9.22,33.44,87.26,47.98,0,80.00,80.00,2.00,90.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:52:35,2,0.59,103.6,13.70,8.42,0.18659,60.01,4.23,39.86,88.78,-999.00,-999.00,0,-12.43,-6.34,8.82,-0.25,6.70,-0.20,6.05,37.86,41.39,40.27,42.27,45.09,88.53,89.01,107.96,111.70,101.07,154.26,109.21,92.36,109.55,136.00,144.09,-3.97,-3.79,38.87,43.73,45.29,45.46,42.66,0.54,-0.98,85.3,1,2,32.18,-2.00,-9.22,33.44,87.26,48.00,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:53:28,2,0.59,103.5,13.70,8.43,0.18774,59.99,4.21,39.84,88.78,-999.00,-999.00,0,-12.42,-6.26,8.77,-0.26,6.67,-0.21,5.99,37.85,41.38,40.27,42.26,45.08,88.53,89.01,107.93,111.68,101.06,154.27,109.18,92.33,109.51,135.91,144.04,-3.98,-3.81,38.88,43.71,45.29,45.45,42.63,0.53,-1.00,85.2,1,2,32.18,-1.98,-9.22,33.44,87.26,48.02,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:54:18,2,0.59,103.5,13.70,8.43,0.18893,59.99,4.20,39.82,88.78,-999.00,-999.00,0,-12.40,-6.10,8.78,-0.29,6.65,-0.23,5.98,37.84,41.38,40.22,42.22,45.07,88.53,89.01,107.92,111.67,101.05,154.22,109.16,92.42,109.49,135.87,143.99,-3.99,-3.83,38.88,43.69,45.28,45.45,42.63,0.51,-1.03,85.1,1,2,32.18,-2.02,-9.22,33.44,87.26,47.98,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:55:05,2,0.60,103.5,13.80,8.51,0.19008,59.98,4.18,39.81,88.78,-999.00,-999.00,0,-12.40,-6.22,8.76,-0.28,6.64,-0.24,5.97,37.80,41.34,40.22,42.22,45.06,88.54,89.01,107.89,111.63,101.03,154.21,109.14,92.45,109.48,135.80,144.06,-3.99,-3.82,38.88,43.65,45.23,45.42,42.59,0.48,-1.05,85.2,1,2,32.18,-2.00,-9.17,33.46,87.26,47.95,0,80.00,80.00,2.00,88.00,2.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:55:58,2,0.59,103.5,13.70,8.43,0.19129,59.98,4.16,39.78,88.78,-999.00,-999.00,0,-12.27,-6.16,8.76,-0.29,6.59,-0.24,5.91,37.78,41.33,40.21,42.21,45.06,88.55,89.00,107.90,111.68,101.01,154.18,109.14,92.42,109.48,135.74,144.06,-3.95,-3.78,38.84,43.65,45.23,45.43,42.57,0.47,-1.06,85.1,1,2,32.18,-2.02,-9.15,33.44,87.26,48.00,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:56:42,2,0.59,103.5,13.70,8.42,0.19244,59.98,4.14,39.76,88.77,-999.00,-999.00,0,-12.35,-6.21,8.74,-0.30,6.59,-0.25,5.88,37.76,41.33,40.16,42.17,45.05,88.53,88.99,107.91,111.67,100.97,154.16,109.17,92.36,109.49,135.67,143.92,-3.96,-3.77,38.85,43.64,45.24,45.42,42.57,0.45,-1.07,85.0,1,2,32.18,-2.02,-9.11,33.37,87.26,47.99,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:57:38,2,0.59,103.5,13.70,8.43,0.19364,59.99,4.11,39.72,88.78,-999.00,-999.00,0,-12.40,-6.19,8.74,-0.30,6.54,-0.29,5.86,37.73,41.27,40.15,42.16,45.05,88.55,89.01,107.90,111.65,100.99,153.97,109.16,92.30,109.48,135.61,143.85,-3.99,-3.77,38.86,43.61,45.24,45.39,42.55,0.43,-1.08,84.9,1,2,32.18,-2.02,-9.18,33.30,87.26,48.02,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:58:28,2,0.60,103.5,13.80,8.48,0.19481,60.00,4.11,39.71,88.76,-999.00,-999.00,0,-12.42,-6.14,8.74,-0.30,6.54,-0.29,5.80,37.72,41.27,40.15,42.15,45.02,88.55,89.01,107.88,111.64,100.98,154.02,109.13,92.27,109.47,135.56,143.91,-4.01,-3.82,38.86,43.61,45.21,45.38,42.54,0.42,-1.08,84.9,1,2,32.18,-2.02,-9.22,33.26,87.26,47.98,0,80.00,80.00,1.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:59:18,2,0.59,103.6,13.70,8.43,0.19595,59.99,4.08,39.70,88.77,-999.00,-999.00,0,-12.52,-6.21,8.74,-0.30,6.48,-0.33,5.78,37.70,41.24,40.13,42.14,45.01,88.53,89.01,107.86,111.58,100.95,153.86,109.11,92.28,109.44,135.50,143.78,-4.01,-3.83,38.88,43.60,45.20,45.38,42.52,0.42,-1.09,84.8,1,2,32.18,-2.02,-9.22,33.26,87.26,47.98,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:00:08,2,0.59,103.6,13.70,8.39,0.19716,59.99,4.06,39.68,88.78,-999.00,-999.00,0,-12.48,-6.23,8.69,-0.30,6.46,-0.35,5.77,37.69,41.24,40.12,42.13,45.01,88.54,89.01,107.85,111.58,100.88,153.86,109.10,92.26,109.42,135.45,143.54,-4.04,-3.83,38.88,43.58,45.19,45.36,42.50,0.40,-1.10,84.7,1,2,32.14,-2.02,-9.22,33.26,87.26,48.02,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:00:58,2,0.59,103.5,13.70,8.42,0.19831,59.98,4.05,39.67,88.77,-999.00,-999.00,0,-12.51,-6.18,8.70,-0.32,6.46,-0.33,5.73,37.64,41.21,40.09,42.11,45.01,88.53,89.01,107.83,111.58,100.87,153.76,109.09,92.26,109.41,135.39,143.50,-4.02,-3.83,38.89,43.58,45.19,45.34,42.49,0.39,-1.10,84.7,1,2,32.13,-2.02,-9.22,33.33,87.26,47.95,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:01:48,2,0.59,103.5,13.70,8.42,0.19951,59.97,4.04,39.65,88.76,-999.00,-999.00,0,-12.46,-6.09,8.64,-0.31,6.40,-0.39,5.72,37.62,41.19,40.08,42.09,44.98,88.52,89.00,107.81,111.52,100.86,153.72,109.04,92.25,109.38,135.34,143.54,-4.07,-3.85,38.89,43.56,45.17,45.33,42.46,0.39,-1.14,84.7,1,2,32.02,-2.02,-9.22,33.42,87.24,47.72,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:02:38,2,0.59,103.5,13.70,8.42,0.20065,59.98,4.01,39.62,88.75,-999.00,-999.00,0,-12.45,-6.08,8.64,-0.33,6.38,-0.40,5.66,37.59,41.17,40.02,42.08,44.95,88.48,88.99,107.80,111.53,100.84,153.71,109.04,92.28,109.39,135.29,143.54,-4.08,-3.87,38.89,43.54,45.17,45.33,42.44,0.36,-1.16,84.5,1,2,32.00,-2.02,-9.22,33.44,87.08,47.86,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:03:28,2,0.59,103.5,13.70,8.41,0.20185,59.98,4.00,39.60,88.74,-999.00,-999.00,0,-12.51,-6.18,8.66,-0.30,6.39,-0.39,5.61,37.59,41.18,40.07,42.06,44.95,88.50,88.99,107.76,111.51,100.79,153.65,109.03,92.25,109.36,135.26,143.46,-4.06,-3.87,38.89,43.53,45.15,45.31,42.43,0.34,-1.17,83.6,4,2,32.00,-2.02,-9.22,33.44,87.08,48.02,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:04:18,2,0.59,103.5,13.60,8.38,0.20299,60.00,3.99,39.60,88.73,-999.00,-999.00,0,-12.51,-6.13,8.63,-0.30,6.38,-0.40,5.61,37.53,41.19,40.04,42.03,44.95,88.47,88.98,107.73,111.49,100.80,153.60,109.00,92.23,109.33,135.19,143.41,-4.08,-3.87,38.89,43.48,45.11,45.30,42.41,0.34,-1.20,83.2,4,2,32.00,-2.02,-9.22,33.44,87.08,48.02,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:05:08,2,0.59,103.5,13.70,8.44,0.20419,59.97,3.97,39.58,88.74,-999.00,-999.00,0,-12.50,-6.05,8.63,-0.31,6.34,-0.40,5.58,37.53,41.16,40.02,42.03,44.94,88.47,88.99,107.75,111.49,100.79,153.53,109.02,92.24,109.35,135.12,143.39,-4.08,-3.87,38.91,43.47,45.11,45.27,42.41,0.32,-1.21,83.5,1,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:05:51,2,0.59,103.6,13.60,8.41,0.20534,60.00,3.96,39.56,88.73,-999.00,-999.00,0,-12.49,-6.33,8.60,-0.30,6.29,-0.43,5.53,37.51,41.13,40.01,42.02,44.93,88.48,88.97,107.72,111.45,100.76,153.50,108.98,92.21,109.32,135.09,143.37,-4.06,-3.87,38.94,43.48,45.12,45.24,42.40,0.31,-1.21,83.9,4,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:06:45,2,0.59,103.6,13.40,8.28,0.20648,60.01,3.93,39.54,88.71,-999.00,-999.00,0,-12.44,-6.12,8.57,-0.33,6.29,-0.43,5.53,37.50,41.11,40.00,42.01,44.93,88.45,88.96,107.70,111.44,100.81,153.46,108.94,92.22,109.29,135.00,143.18,-4.08,-3.87,38.96,43.46,45.10,45.24,42.37,0.31,-1.24,84.4,4,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:07:37,2,0.59,103.6,13.40,8.41,0.20768,60.01,3.92,39.52,88.72,-999.00,-999.00,0,-12.45,-6.42,8.60,-0.31,6.27,-0.43,5.50,37.48,41.08,40.01,42.01,44.91,88.46,88.97,107.70,111.41,100.78,153.38,108.93,92.29,109.30,134.93,143.20,-4.08,-3.85,38.97,43.45,45.08,45.21,42.38,0.30,-1.27,84.5,4,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:08:23,2,0.59,103.5,13.70,8.44,0.20882,59.99,3.90,39.50,88.71,-999.00,-999.00,0,-12.51,-6.34,8.56,-0.33,6.26,-0.49,5.46,37.40,41.08,39.94,41.99,44.88,88.43,88.95,107.68,111.37,100.76,153.25,108.91,92.33,109.28,134.86,143.13,-4.08,-3.88,38.98,43.45,45.09,45.20,42.35,0.28,-1.27,84.5,4,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:08:39,4,0.98,103.3,37.60,38.26,0.20946,59.98,3.90,39.47,88.72,-999.00,-999.00,0,-12.42,-6.26,8.57,-0.32,6.23,-0.47,5.45,37.41,41.05,39.95,41.99,44.88,88.47,88.98,107.67,111.33,100.79,153.25,108.89,92.24,109.27,134.83,143.16,-4.07,-3.87,39.00,43.45,45.08,45.19,42.35,0.28,-1.27,84.4,4,2,32.00,-2.02,-9.22,33.44,87.08,47.66,0,80.00,80.00,2.00,88.00,1.00,0,-999.00,0,0,1.00,1.00,0,0,5.90,5.80,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
2:09:30,4,1.00,103.5,32.70,33.85,0.21371,59.98,3.92,39.48,88.73,-999.00,-999.00,0,-10.78,-4.56,8.87,-0.31,6.21,-0.48,5.42,37.40,41.05,39.94,41.99,44.87,88.47,88.99,104.73,107.46,104.72,145.70,106.47,91.95,106.72,134.89,137.44,-3.51,-3.59,39.00,43.45,45.07,45.19,42.34,0.28,-1.27,84.2,1,2,32.06,-1.99,-8.62,33.65,86.96,47.69,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:10:20,4,1.00,103.6,32.70,33.85,0.21831,60.02,4.03,39.50,88.72,-999.00,-999.00,0,-4.97,-1.93,9.31,-0.15,6.25,-0.43,5.47,37.45,41.11,40.02,41.96,44.87,88.42,88.97,99.63,102.91,109.83,134.10,103.23,95.03,105.53,134.57,126.98,-2.17,-2.88,39.03,43.44,45.05,45.19,42.34,0.28,-1.23,84.1,1,2,32.54,-1.66,-6.20,33.82,86.65,47.84,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:11:10,4,1.00,103.6,32.60,33.79,0.22293,60.01,4.13,39.54,88.71,-999.00,-999.00,0,2.40,2.59,9.69,-0.06,6.21,-0.40,5.42,37.51,41.11,40.02,41.94,44.86,88.42,88.95,97.17,99.59,111.97,127.90,100.77,94.56,105.09,133.66,119.21,-1.39,-2.31,39.10,43.45,45.06,45.19,42.35,0.30,-1.18,84.2,1,2,33.04,-1.20,-2.56,34.08,86.22,47.96,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:12:00,4,1.00,103.5,32.50,33.69,0.22781,59.99,4.22,39.56,88.68,-999.00,-999.00,0,10.25,8.38,10.07,0.05,6.21,-0.37,5.42,37.52,41.13,40.08,41.93,44.84,88.41,88.93,95.97,97.19,112.79,124.40,99.04,92.53,104.19,132.65,113.74,-0.99,-1.90,39.16,43.45,45.06,45.19,42.35,0.34,-1.13,84.5,1,2,33.57,-0.94,1.49,34.43,86.00,48.13,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:12:50,4,1.00,103.5,32.50,33.65,0.23240,59.98,4.32,39.58,88.68,-999.00,-999.00,0,13.78,14.29,10.44,0.14,6.17,-0.33,5.42,37.53,41.13,40.11,41.91,44.83,88.42,88.93,95.02,95.52,113.09,122.16,97.98,92.64,103.20,131.75,109.87,-0.66,-1.52,39.23,43.46,45.08,45.20,42.40,0.37,-1.08,84.6,1,2,34.14,-0.55,5.46,34.65,85.80,48.23,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:13:40,4,1.00,103.5,32.50,33.61,0.23721,59.98,4.43,39.61,88.67,-999.00,-999.00,0,15.86,20.12,10.82,0.25,6.16,-0.29,5.42,37.59,41.19,40.13,41.89,44.83,88.42,88.93,93.90,94.06,113.15,120.27,97.23,93.42,102.39,130.95,107.02,-0.34,-1.12,39.29,43.47,45.09,45.21,42.41,0.41,-1.01,84.9,1,2,34.64,-0.16,9.04,35.00,85.60,48.56,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:14:26,4,1.00,103.5,32.40,33.55,0.24181,59.98,4.54,39.64,88.68,-999.00,-999.00,0,19.08,26.08,11.21,0.34,6.21,-0.21,5.40,37.59,41.19,40.15,41.89,44.83,88.43,88.97,92.82,92.77,113.04,118.85,96.67,93.99,101.63,130.24,104.87,0.31,-0.72,39.37,43.48,45.11,45.24,42.43,0.46,-0.92,84.9,1,2,35.08,0.14,12.42,35.15,85.46,48.63,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0,0,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:15:20,4,1.00,103.6,32.50,33.64,0.24640,60.01,4.65,39.68,88.68,-999.00,-999.00,0,23.13,32.14,11.59,0.49,6.21,-0.16,5.39,37.64,41.24,40.22,41.89,44.85,88.42,88.93,92.09,91.83,112.82,117.76,96.22,94.34,100.94,129.62,103.16,0.98,-0.28,39.44,43.50,45.13,45.26,42.46,0.55,-0.82,84.9,1,2,35.64,0.73,16.57,35.51,85.30,48.74,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.10,0.10,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
2:16:10,4,1.00,103.5,32.40,33.54,0.25121,59.99,4.77,39.70,88.66,-999.00,-999.00,0,27.67,37.39,11.97,0.63,6.22,-0.05,5.39,37.68,41.24,40.25,41.88,44.83,88.41,88.93,91.49,91.09,112.59,116.93,95.87,94.56,100.32,129.09,101.86,1.68,0.16,39.52,43.55,45.17,45.27,42.50,0.63,-0.70,85.3,1,2,35.98,1.53,20.88,35.78,85.28,48.81,1.00,0,0,1.00,0,1.00,0,-999.00,0,0,0,0,0,6.00,0.20,0.20,0,1.90,1.00,32.00,32.00,-2.02,-4.00,32.00,32.00,32.00
